Mod:Item:MetaData, Localized Name
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_tower_invar, Invar Tower Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_tower_platinum, Platinum Tower Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_tower_electrum, Electrum Tower Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_tower_nickel, Nickel Tower Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_tower_lead, Lead Tower Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_basic_constantan, Constantan Plated Shield
spartanshields:shield_tower_constantan, Constantan Tower Shield
spartanshields:shield_abyssalcraft_darkstone, Darkstone Braced Shield
spartanshields:shield_abyssalcraft_abyssalnite, Abyssalnite Plated Shield
spartanshields:shield_abyssalcraft_coralium, Coralium Plated Shield
spartanshields:shield_abyssalcraft_dreadium, Dreadium Reinforced Shield
spartanshields:shield_abyssalcraft_ethaxium, Ethaxium Strengthened Shield
spartanshields:shield_basic_soulforged_steel, Soulforged Steel Plated Shield
spartanshields:shield_tc_thaumium, Thaumium Plated Shield
spartanshields:shield_tc_void, Void Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
spartanweaponry:material:0, Handle
spartanweaponry:material:1, Pole
spartanweaponry:material:2, Explosive Charge
spartanweaponry:dagger_wood, item.spartanweaponry:dagger_wood.name
spartanweaponry:dagger_stone, item.spartanweaponry:dagger_stone.name
spartanweaponry:dagger_iron, item.spartanweaponry:dagger_iron.name
spartanweaponry:dagger_gold, item.spartanweaponry:dagger_gold.name
spartanweaponry:dagger_diamond, item.spartanweaponry:dagger_diamond.name
spartanweaponry:longsword_wood, item.spartanweaponry:longsword_wood.name
spartanweaponry:longsword_stone, item.spartanweaponry:longsword_stone.name
spartanweaponry:longsword_iron, item.spartanweaponry:longsword_iron.name
spartanweaponry:longsword_gold, item.spartanweaponry:longsword_gold.name
spartanweaponry:longsword_diamond, item.spartanweaponry:longsword_diamond.name
spartanweaponry:katana_wood, item.spartanweaponry:katana_wood.name
spartanweaponry:katana_stone, item.spartanweaponry:katana_stone.name
spartanweaponry:katana_iron, item.spartanweaponry:katana_iron.name
spartanweaponry:katana_gold, item.spartanweaponry:katana_gold.name
spartanweaponry:katana_diamond, item.spartanweaponry:katana_diamond.name
spartanweaponry:saber_wood, item.spartanweaponry:saber_wood.name
spartanweaponry:saber_stone, item.spartanweaponry:saber_stone.name
spartanweaponry:saber_iron, item.spartanweaponry:saber_iron.name
spartanweaponry:saber_gold, item.spartanweaponry:saber_gold.name
spartanweaponry:saber_diamond, item.spartanweaponry:saber_diamond.name
spartanweaponry:rapier_wood, item.spartanweaponry:rapier_wood.name
spartanweaponry:rapier_stone, item.spartanweaponry:rapier_stone.name
spartanweaponry:rapier_iron, item.spartanweaponry:rapier_iron.name
spartanweaponry:rapier_gold, item.spartanweaponry:rapier_gold.name
spartanweaponry:rapier_diamond, item.spartanweaponry:rapier_diamond.name
spartanweaponry:greatsword_wood, item.spartanweaponry:greatsword_wood.name
spartanweaponry:greatsword_stone, item.spartanweaponry:greatsword_stone.name
spartanweaponry:greatsword_iron, item.spartanweaponry:greatsword_iron.name
spartanweaponry:greatsword_gold, item.spartanweaponry:greatsword_gold.name
spartanweaponry:greatsword_diamond, item.spartanweaponry:greatsword_diamond.name
spartanweaponry:caestus, Caestus
spartanweaponry:caestus_studded, Studded Caestus
spartanweaponry:club_wood, Wooden Club
spartanweaponry:club_studded, Studded Club
spartanweaponry:hammer_wood, item.spartanweaponry:hammer_wood.name
spartanweaponry:hammer_stone, item.spartanweaponry:hammer_stone.name
spartanweaponry:hammer_iron, item.spartanweaponry:hammer_iron.name
spartanweaponry:hammer_gold, item.spartanweaponry:hammer_gold.name
spartanweaponry:hammer_diamond, item.spartanweaponry:hammer_diamond.name
spartanweaponry:warhammer_wood, item.spartanweaponry:warhammer_wood.name
spartanweaponry:warhammer_stone, item.spartanweaponry:warhammer_stone.name
spartanweaponry:warhammer_iron, item.spartanweaponry:warhammer_iron.name
spartanweaponry:warhammer_gold, item.spartanweaponry:warhammer_gold.name
spartanweaponry:warhammer_diamond, item.spartanweaponry:warhammer_diamond.name
spartanweaponry:spear_wood, item.spartanweaponry:spear_wood.name
spartanweaponry:spear_stone, item.spartanweaponry:spear_stone.name
spartanweaponry:spear_iron, item.spartanweaponry:spear_iron.name
spartanweaponry:spear_gold, item.spartanweaponry:spear_gold.name
spartanweaponry:spear_diamond, item.spartanweaponry:spear_diamond.name
spartanweaponry:halberd_wood, item.spartanweaponry:halberd_wood.name
spartanweaponry:halberd_stone, item.spartanweaponry:halberd_stone.name
spartanweaponry:halberd_iron, item.spartanweaponry:halberd_iron.name
spartanweaponry:halberd_gold, item.spartanweaponry:halberd_gold.name
spartanweaponry:halberd_diamond, item.spartanweaponry:halberd_diamond.name
spartanweaponry:pike_wood, item.spartanweaponry:pike_wood.name
spartanweaponry:pike_stone, item.spartanweaponry:pike_stone.name
spartanweaponry:pike_iron, item.spartanweaponry:pike_iron.name
spartanweaponry:pike_gold, item.spartanweaponry:pike_gold.name
spartanweaponry:pike_diamond, item.spartanweaponry:pike_diamond.name
spartanweaponry:lance_wood, item.spartanweaponry:lance_wood.name
spartanweaponry:lance_stone, item.spartanweaponry:lance_stone.name
spartanweaponry:lance_iron, item.spartanweaponry:lance_iron.name
spartanweaponry:lance_gold, item.spartanweaponry:lance_gold.name
spartanweaponry:lance_diamond, item.spartanweaponry:lance_diamond.name
spartanweaponry:longbow_wood, Wooden Longbow
spartanweaponry:longbow_leather, Leather-Strengthened Longbow
spartanweaponry:longbow_iron, Iron-Strengthened Longbow
spartanweaponry:longbow_diamond, Diamond-Strengthened Longbow
spartanweaponry:crossbow_wood, Wooden Crossbow
spartanweaponry:crossbow_leather, Leather-Strengthened Crossbow
spartanweaponry:crossbow_iron, Iron-Strengthened Crossbow
spartanweaponry:crossbow_diamond, Diamond-Strengthened Crossbow
spartanweaponry:throwing_knife_wood, item.spartanweaponry:throwing_knife_wood.name
spartanweaponry:throwing_knife_stone, item.spartanweaponry:throwing_knife_stone.name
spartanweaponry:throwing_knife_iron, item.spartanweaponry:throwing_knife_iron.name
spartanweaponry:throwing_knife_gold, item.spartanweaponry:throwing_knife_gold.name
spartanweaponry:throwing_knife_diamond, item.spartanweaponry:throwing_knife_diamond.name
spartanweaponry:throwing_axe_wood, item.spartanweaponry:throwing_axe_wood.name
spartanweaponry:throwing_axe_stone, item.spartanweaponry:throwing_axe_stone.name
spartanweaponry:throwing_axe_iron, item.spartanweaponry:throwing_axe_iron.name
spartanweaponry:throwing_axe_gold, item.spartanweaponry:throwing_axe_gold.name
spartanweaponry:throwing_axe_diamond, item.spartanweaponry:throwing_axe_diamond.name
spartanweaponry:javelin_wood, item.spartanweaponry:javelin_wood.name
spartanweaponry:javelin_stone, item.spartanweaponry:javelin_stone.name
spartanweaponry:javelin_iron, item.spartanweaponry:javelin_iron.name
spartanweaponry:javelin_gold, item.spartanweaponry:javelin_gold.name
spartanweaponry:javelin_diamond, item.spartanweaponry:javelin_diamond.name
spartanweaponry:boomerang_wood, item.spartanweaponry:boomerang_wood.name
spartanweaponry:boomerang_stone, item.spartanweaponry:boomerang_stone.name
spartanweaponry:boomerang_iron, item.spartanweaponry:boomerang_iron.name
spartanweaponry:boomerang_gold, item.spartanweaponry:boomerang_gold.name
spartanweaponry:boomerang_diamond, item.spartanweaponry:boomerang_diamond.name
spartanweaponry:battleaxe_wood, item.spartanweaponry:battleaxe_wood.name
spartanweaponry:battleaxe_stone, item.spartanweaponry:battleaxe_stone.name
spartanweaponry:battleaxe_iron, item.spartanweaponry:battleaxe_iron.name
spartanweaponry:battleaxe_gold, item.spartanweaponry:battleaxe_gold.name
spartanweaponry:battleaxe_diamond, item.spartanweaponry:battleaxe_diamond.name
spartanweaponry:mace_wood, item.spartanweaponry:mace_wood.name
spartanweaponry:mace_stone, item.spartanweaponry:mace_stone.name
spartanweaponry:mace_iron, item.spartanweaponry:mace_iron.name
spartanweaponry:mace_gold, item.spartanweaponry:mace_gold.name
spartanweaponry:mace_diamond, item.spartanweaponry:mace_diamond.name
spartanweaponry:glaive_wood, item.spartanweaponry:glaive_wood.name
spartanweaponry:glaive_stone, item.spartanweaponry:glaive_stone.name
spartanweaponry:glaive_iron, item.spartanweaponry:glaive_iron.name
spartanweaponry:glaive_gold, item.spartanweaponry:glaive_gold.name
spartanweaponry:glaive_diamond, item.spartanweaponry:glaive_diamond.name
spartanweaponry:staff, item.spartanweaponry:staff.name
spartanweaponry:staff_stone, item.spartanweaponry:staff_stone.name
spartanweaponry:staff_iron, item.spartanweaponry:staff_iron.name
spartanweaponry:staff_gold, item.spartanweaponry:staff_gold.name
spartanweaponry:staff_diamond, item.spartanweaponry:staff_diamond.name
spartanweaponry:dynamite, Dynamite
spartanweaponry:quiver_arrow, Light Arrow Quiver
spartanweaponry:quiver_arrow_moderate, Moderate Arrow Quiver
spartanweaponry:quiver_arrow_heavy, Heavy Arrow Quiver
spartanweaponry:arrow_wood, Wooden Arrow
spartanweaponry:arrow_iron, Iron Arrow
spartanweaponry:arrow_diamond, Diamond Arrow
spartanweaponry:arrow_explosive, Explosive Arrow
spartanweaponry:arrow_wood_tipped, item.spartanweaponry:arrow_wood_tipped.name
spartanweaponry:arrow_iron_tipped, item.spartanweaponry:arrow_iron_tipped.name
spartanweaponry:arrow_diamond_tipped, item.spartanweaponry:arrow_diamond_tipped.name
spartanweaponry:quiver_bolt, Light Bolt Quiver
spartanweaponry:quiver_bolt_moderate, Moderate Bolt Quiver
spartanweaponry:quiver_bolt_heavy, Heavy Bolt Quiver
spartanweaponry:bolt, Bolt
spartanweaponry:bolt_diamond, Diamond Bolt
spartanweaponry:bolt_spectral, Spectral Bolt
spartanweaponry:bolt_tipped, item.spartanweaponry:bolt_tipped.name
spartanweaponry:bolt_diamond_tipped, item.spartanweaponry:bolt_diamond_tipped.name
spartanweaponry:dagger_copper, item.spartanweaponry:dagger_copper.name
spartanweaponry:longsword_copper, item.spartanweaponry:longsword_copper.name
spartanweaponry:katana_copper, item.spartanweaponry:katana_copper.name
spartanweaponry:saber_copper, item.spartanweaponry:saber_copper.name
spartanweaponry:rapier_copper, item.spartanweaponry:rapier_copper.name
spartanweaponry:greatsword_copper, item.spartanweaponry:greatsword_copper.name
spartanweaponry:hammer_copper, item.spartanweaponry:hammer_copper.name
spartanweaponry:warhammer_copper, item.spartanweaponry:warhammer_copper.name
spartanweaponry:spear_copper, item.spartanweaponry:spear_copper.name
spartanweaponry:halberd_copper, item.spartanweaponry:halberd_copper.name
spartanweaponry:pike_copper, item.spartanweaponry:pike_copper.name
spartanweaponry:lance_copper, item.spartanweaponry:lance_copper.name
spartanweaponry:longbow_copper, item.spartanweaponry:longbow_copper.name
spartanweaponry:crossbow_copper, item.spartanweaponry:spartanweaponry:crossbow_copper.name
spartanweaponry:throwing_knife_copper, item.spartanweaponry:throwing_knife_copper.name
spartanweaponry:throwing_axe_copper, item.spartanweaponry:throwing_axe_copper.name
spartanweaponry:javelin_copper, item.spartanweaponry:javelin_copper.name
spartanweaponry:boomerang_copper, item.spartanweaponry:boomerang_copper.name
spartanweaponry:battleaxe_copper, item.spartanweaponry:battleaxe_copper.name
spartanweaponry:mace_copper, item.spartanweaponry:mace_copper.name
spartanweaponry:glaive_copper, item.spartanweaponry:glaive_copper.name
spartanweaponry:staff_copper, item.spartanweaponry:staff_copper.name
spartanweaponry:dagger_tin, item.spartanweaponry:dagger_tin.name
spartanweaponry:longsword_tin, item.spartanweaponry:longsword_tin.name
spartanweaponry:katana_tin, item.spartanweaponry:katana_tin.name
spartanweaponry:saber_tin, item.spartanweaponry:saber_tin.name
spartanweaponry:rapier_tin, item.spartanweaponry:rapier_tin.name
spartanweaponry:greatsword_tin, item.spartanweaponry:greatsword_tin.name
spartanweaponry:hammer_tin, item.spartanweaponry:hammer_tin.name
spartanweaponry:warhammer_tin, item.spartanweaponry:warhammer_tin.name
spartanweaponry:spear_tin, item.spartanweaponry:spear_tin.name
spartanweaponry:halberd_tin, item.spartanweaponry:halberd_tin.name
spartanweaponry:pike_tin, item.spartanweaponry:pike_tin.name
spartanweaponry:lance_tin, item.spartanweaponry:lance_tin.name
spartanweaponry:longbow_tin, item.spartanweaponry:longbow_tin.name
spartanweaponry:crossbow_tin, item.spartanweaponry:spartanweaponry:crossbow_tin.name
spartanweaponry:throwing_knife_tin, item.spartanweaponry:throwing_knife_tin.name
spartanweaponry:throwing_axe_tin, item.spartanweaponry:throwing_axe_tin.name
spartanweaponry:javelin_tin, item.spartanweaponry:javelin_tin.name
spartanweaponry:boomerang_tin, item.spartanweaponry:boomerang_tin.name
spartanweaponry:battleaxe_tin, item.spartanweaponry:battleaxe_tin.name
spartanweaponry:mace_tin, item.spartanweaponry:mace_tin.name
spartanweaponry:glaive_tin, item.spartanweaponry:glaive_tin.name
spartanweaponry:staff_tin, item.spartanweaponry:staff_tin.name
spartanweaponry:dagger_bronze, item.spartanweaponry:dagger_bronze.name
spartanweaponry:longsword_bronze, item.spartanweaponry:longsword_bronze.name
spartanweaponry:katana_bronze, item.spartanweaponry:katana_bronze.name
spartanweaponry:saber_bronze, item.spartanweaponry:saber_bronze.name
spartanweaponry:rapier_bronze, item.spartanweaponry:rapier_bronze.name
spartanweaponry:greatsword_bronze, item.spartanweaponry:greatsword_bronze.name
spartanweaponry:hammer_bronze, item.spartanweaponry:hammer_bronze.name
spartanweaponry:warhammer_bronze, item.spartanweaponry:warhammer_bronze.name
spartanweaponry:spear_bronze, item.spartanweaponry:spear_bronze.name
spartanweaponry:halberd_bronze, item.spartanweaponry:halberd_bronze.name
spartanweaponry:pike_bronze, item.spartanweaponry:pike_bronze.name
spartanweaponry:lance_bronze, item.spartanweaponry:lance_bronze.name
spartanweaponry:longbow_bronze, item.spartanweaponry:longbow_bronze.name
spartanweaponry:crossbow_bronze, item.spartanweaponry:spartanweaponry:crossbow_bronze.name
spartanweaponry:throwing_knife_bronze, item.spartanweaponry:throwing_knife_bronze.name
spartanweaponry:throwing_axe_bronze, item.spartanweaponry:throwing_axe_bronze.name
spartanweaponry:javelin_bronze, item.spartanweaponry:javelin_bronze.name
spartanweaponry:boomerang_bronze, item.spartanweaponry:boomerang_bronze.name
spartanweaponry:battleaxe_bronze, item.spartanweaponry:battleaxe_bronze.name
spartanweaponry:mace_bronze, item.spartanweaponry:mace_bronze.name
spartanweaponry:glaive_bronze, item.spartanweaponry:glaive_bronze.name
spartanweaponry:staff_bronze, item.spartanweaponry:staff_bronze.name
spartanweaponry:dagger_steel, item.spartanweaponry:dagger_steel.name
spartanweaponry:longsword_steel, item.spartanweaponry:longsword_steel.name
spartanweaponry:katana_steel, item.spartanweaponry:katana_steel.name
spartanweaponry:saber_steel, item.spartanweaponry:saber_steel.name
spartanweaponry:rapier_steel, item.spartanweaponry:rapier_steel.name
spartanweaponry:greatsword_steel, item.spartanweaponry:greatsword_steel.name
spartanweaponry:hammer_steel, item.spartanweaponry:hammer_steel.name
spartanweaponry:warhammer_steel, item.spartanweaponry:warhammer_steel.name
spartanweaponry:spear_steel, item.spartanweaponry:spear_steel.name
spartanweaponry:halberd_steel, item.spartanweaponry:halberd_steel.name
spartanweaponry:pike_steel, item.spartanweaponry:pike_steel.name
spartanweaponry:lance_steel, item.spartanweaponry:lance_steel.name
spartanweaponry:longbow_steel, item.spartanweaponry:longbow_steel.name
spartanweaponry:crossbow_steel, item.spartanweaponry:spartanweaponry:crossbow_steel.name
spartanweaponry:throwing_knife_steel, item.spartanweaponry:throwing_knife_steel.name
spartanweaponry:throwing_axe_steel, item.spartanweaponry:throwing_axe_steel.name
spartanweaponry:javelin_steel, item.spartanweaponry:javelin_steel.name
spartanweaponry:boomerang_steel, item.spartanweaponry:boomerang_steel.name
spartanweaponry:battleaxe_steel, item.spartanweaponry:battleaxe_steel.name
spartanweaponry:mace_steel, item.spartanweaponry:mace_steel.name
spartanweaponry:glaive_steel, item.spartanweaponry:glaive_steel.name
spartanweaponry:staff_steel, item.spartanweaponry:staff_steel.name
spartanweaponry:dagger_silver, item.spartanweaponry:dagger_silver.name
spartanweaponry:longsword_silver, item.spartanweaponry:longsword_silver.name
spartanweaponry:katana_silver, item.spartanweaponry:katana_silver.name
spartanweaponry:saber_silver, item.spartanweaponry:saber_silver.name
spartanweaponry:rapier_silver, item.spartanweaponry:rapier_silver.name
spartanweaponry:greatsword_silver, item.spartanweaponry:greatsword_silver.name
spartanweaponry:hammer_silver, item.spartanweaponry:hammer_silver.name
spartanweaponry:warhammer_silver, item.spartanweaponry:warhammer_silver.name
spartanweaponry:spear_silver, item.spartanweaponry:spear_silver.name
spartanweaponry:halberd_silver, item.spartanweaponry:halberd_silver.name
spartanweaponry:pike_silver, item.spartanweaponry:pike_silver.name
spartanweaponry:lance_silver, item.spartanweaponry:lance_silver.name
spartanweaponry:longbow_silver, item.spartanweaponry:longbow_silver.name
spartanweaponry:crossbow_silver, item.spartanweaponry:spartanweaponry:crossbow_silver.name
spartanweaponry:throwing_knife_silver, item.spartanweaponry:throwing_knife_silver.name
spartanweaponry:throwing_axe_silver, item.spartanweaponry:throwing_axe_silver.name
spartanweaponry:javelin_silver, item.spartanweaponry:javelin_silver.name
spartanweaponry:boomerang_silver, item.spartanweaponry:boomerang_silver.name
spartanweaponry:battleaxe_silver, item.spartanweaponry:battleaxe_silver.name
spartanweaponry:mace_silver, item.spartanweaponry:mace_silver.name
spartanweaponry:glaive_silver, item.spartanweaponry:glaive_silver.name
spartanweaponry:staff_silver, item.spartanweaponry:staff_silver.name
spartanweaponry:dagger_invar, item.spartanweaponry:dagger_invar.name
spartanweaponry:longsword_invar, item.spartanweaponry:longsword_invar.name
spartanweaponry:katana_invar, item.spartanweaponry:katana_invar.name
spartanweaponry:saber_invar, item.spartanweaponry:saber_invar.name
spartanweaponry:rapier_invar, item.spartanweaponry:rapier_invar.name
spartanweaponry:greatsword_invar, item.spartanweaponry:greatsword_invar.name
spartanweaponry:hammer_invar, item.spartanweaponry:hammer_invar.name
spartanweaponry:warhammer_invar, item.spartanweaponry:warhammer_invar.name
spartanweaponry:spear_invar, item.spartanweaponry:spear_invar.name
spartanweaponry:halberd_invar, item.spartanweaponry:halberd_invar.name
spartanweaponry:pike_invar, item.spartanweaponry:pike_invar.name
spartanweaponry:lance_invar, item.spartanweaponry:lance_invar.name
spartanweaponry:longbow_invar, item.spartanweaponry:longbow_invar.name
spartanweaponry:crossbow_invar, item.spartanweaponry:spartanweaponry:crossbow_invar.name
spartanweaponry:throwing_knife_invar, item.spartanweaponry:throwing_knife_invar.name
spartanweaponry:throwing_axe_invar, item.spartanweaponry:throwing_axe_invar.name
spartanweaponry:javelin_invar, item.spartanweaponry:javelin_invar.name
spartanweaponry:boomerang_invar, item.spartanweaponry:boomerang_invar.name
spartanweaponry:battleaxe_invar, item.spartanweaponry:battleaxe_invar.name
spartanweaponry:mace_invar, item.spartanweaponry:mace_invar.name
spartanweaponry:glaive_invar, item.spartanweaponry:glaive_invar.name
spartanweaponry:staff_invar, item.spartanweaponry:staff_invar.name
spartanweaponry:dagger_platinum, item.spartanweaponry:dagger_platinum.name
spartanweaponry:longsword_platinum, item.spartanweaponry:longsword_platinum.name
spartanweaponry:katana_platinum, item.spartanweaponry:katana_platinum.name
spartanweaponry:saber_platinum, item.spartanweaponry:saber_platinum.name
spartanweaponry:rapier_platinum, item.spartanweaponry:rapier_platinum.name
spartanweaponry:greatsword_platinum, item.spartanweaponry:greatsword_platinum.name
spartanweaponry:hammer_platinum, item.spartanweaponry:hammer_platinum.name
spartanweaponry:warhammer_platinum, item.spartanweaponry:warhammer_platinum.name
spartanweaponry:spear_platinum, item.spartanweaponry:spear_platinum.name
spartanweaponry:halberd_platinum, item.spartanweaponry:halberd_platinum.name
spartanweaponry:pike_platinum, item.spartanweaponry:pike_platinum.name
spartanweaponry:lance_platinum, item.spartanweaponry:lance_platinum.name
spartanweaponry:longbow_platinum, item.spartanweaponry:longbow_platinum.name
spartanweaponry:crossbow_platinum, item.spartanweaponry:spartanweaponry:crossbow_platinum.name
spartanweaponry:throwing_knife_platinum, item.spartanweaponry:throwing_knife_platinum.name
spartanweaponry:throwing_axe_platinum, item.spartanweaponry:throwing_axe_platinum.name
spartanweaponry:javelin_platinum, item.spartanweaponry:javelin_platinum.name
spartanweaponry:boomerang_platinum, item.spartanweaponry:boomerang_platinum.name
spartanweaponry:battleaxe_platinum, item.spartanweaponry:battleaxe_platinum.name
spartanweaponry:mace_platinum, item.spartanweaponry:mace_platinum.name
spartanweaponry:glaive_platinum, item.spartanweaponry:glaive_platinum.name
spartanweaponry:staff_platinum, item.spartanweaponry:staff_platinum.name
spartanweaponry:dagger_electrum, item.spartanweaponry:dagger_electrum.name
spartanweaponry:longsword_electrum, item.spartanweaponry:longsword_electrum.name
spartanweaponry:katana_electrum, item.spartanweaponry:katana_electrum.name
spartanweaponry:saber_electrum, item.spartanweaponry:saber_electrum.name
spartanweaponry:rapier_electrum, item.spartanweaponry:rapier_electrum.name
spartanweaponry:greatsword_electrum, item.spartanweaponry:greatsword_electrum.name
spartanweaponry:hammer_electrum, item.spartanweaponry:hammer_electrum.name
spartanweaponry:warhammer_electrum, item.spartanweaponry:warhammer_electrum.name
spartanweaponry:spear_electrum, item.spartanweaponry:spear_electrum.name
spartanweaponry:halberd_electrum, item.spartanweaponry:halberd_electrum.name
spartanweaponry:pike_electrum, item.spartanweaponry:pike_electrum.name
spartanweaponry:lance_electrum, item.spartanweaponry:lance_electrum.name
spartanweaponry:longbow_electrum, item.spartanweaponry:longbow_electrum.name
spartanweaponry:crossbow_electrum, item.spartanweaponry:spartanweaponry:crossbow_electrum.name
spartanweaponry:throwing_knife_electrum, item.spartanweaponry:throwing_knife_electrum.name
spartanweaponry:throwing_axe_electrum, item.spartanweaponry:throwing_axe_electrum.name
spartanweaponry:javelin_electrum, item.spartanweaponry:javelin_electrum.name
spartanweaponry:boomerang_electrum, item.spartanweaponry:boomerang_electrum.name
spartanweaponry:battleaxe_electrum, item.spartanweaponry:battleaxe_electrum.name
spartanweaponry:mace_electrum, item.spartanweaponry:mace_electrum.name
spartanweaponry:glaive_electrum, item.spartanweaponry:glaive_electrum.name
spartanweaponry:staff_electrum, item.spartanweaponry:staff_electrum.name
spartanweaponry:dagger_nickel, item.spartanweaponry:dagger_nickel.name
spartanweaponry:longsword_nickel, item.spartanweaponry:longsword_nickel.name
spartanweaponry:katana_nickel, item.spartanweaponry:katana_nickel.name
spartanweaponry:saber_nickel, item.spartanweaponry:saber_nickel.name
spartanweaponry:rapier_nickel, item.spartanweaponry:rapier_nickel.name
spartanweaponry:greatsword_nickel, item.spartanweaponry:greatsword_nickel.name
spartanweaponry:hammer_nickel, item.spartanweaponry:hammer_nickel.name
spartanweaponry:warhammer_nickel, item.spartanweaponry:warhammer_nickel.name
spartanweaponry:spear_nickel, item.spartanweaponry:spear_nickel.name
spartanweaponry:halberd_nickel, item.spartanweaponry:halberd_nickel.name
spartanweaponry:pike_nickel, item.spartanweaponry:pike_nickel.name
spartanweaponry:lance_nickel, item.spartanweaponry:lance_nickel.name
spartanweaponry:longbow_nickel, item.spartanweaponry:longbow_nickel.name
spartanweaponry:crossbow_nickel, item.spartanweaponry:spartanweaponry:crossbow_nickel.name
spartanweaponry:throwing_knife_nickel, item.spartanweaponry:throwing_knife_nickel.name
spartanweaponry:throwing_axe_nickel, item.spartanweaponry:throwing_axe_nickel.name
spartanweaponry:javelin_nickel, item.spartanweaponry:javelin_nickel.name
spartanweaponry:boomerang_nickel, item.spartanweaponry:boomerang_nickel.name
spartanweaponry:battleaxe_nickel, item.spartanweaponry:battleaxe_nickel.name
spartanweaponry:mace_nickel, item.spartanweaponry:mace_nickel.name
spartanweaponry:glaive_nickel, item.spartanweaponry:glaive_nickel.name
spartanweaponry:staff_nickel, item.spartanweaponry:staff_nickel.name
spartanweaponry:dagger_lead, item.spartanweaponry:dagger_lead.name
spartanweaponry:longsword_lead, item.spartanweaponry:longsword_lead.name
spartanweaponry:katana_lead, item.spartanweaponry:katana_lead.name
spartanweaponry:saber_lead, item.spartanweaponry:saber_lead.name
spartanweaponry:rapier_lead, item.spartanweaponry:rapier_lead.name
spartanweaponry:greatsword_lead, item.spartanweaponry:greatsword_lead.name
spartanweaponry:hammer_lead, item.spartanweaponry:hammer_lead.name
spartanweaponry:warhammer_lead, item.spartanweaponry:warhammer_lead.name
spartanweaponry:spear_lead, item.spartanweaponry:spear_lead.name
spartanweaponry:halberd_lead, item.spartanweaponry:halberd_lead.name
spartanweaponry:pike_lead, item.spartanweaponry:pike_lead.name
spartanweaponry:lance_lead, item.spartanweaponry:lance_lead.name
spartanweaponry:longbow_lead, item.spartanweaponry:longbow_lead.name
spartanweaponry:crossbow_lead, item.spartanweaponry:spartanweaponry:crossbow_lead.name
spartanweaponry:throwing_knife_lead, item.spartanweaponry:throwing_knife_lead.name
spartanweaponry:throwing_axe_lead, item.spartanweaponry:throwing_axe_lead.name
spartanweaponry:javelin_lead, item.spartanweaponry:javelin_lead.name
spartanweaponry:boomerang_lead, item.spartanweaponry:boomerang_lead.name
spartanweaponry:battleaxe_lead, item.spartanweaponry:battleaxe_lead.name
spartanweaponry:mace_lead, item.spartanweaponry:mace_lead.name
spartanweaponry:glaive_lead, item.spartanweaponry:glaive_lead.name
spartanweaponry:staff_lead, item.spartanweaponry:staff_lead.name
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
